SA3_CODE_2021,Num_pns_pres_Cen_Ngt_1_Fam_hh,Nu_pn_pre_Cen_Ngt_1_No_fam_hh,Num_pns_pres_Cen_Ngt_1_Tot,Num_pns_pres_Cen_Ngt_2_Fam_hh,Nu_pn_pre_Cen_Ngt_2_No_fam_hh,Num_pns_pres_Cen_Ngt_2_Tot,Num_pns_pres_Cen_Ngt_3_Fam_hh,Nu_pn_pre_Cen_Ngt_3_No_fam_hh,Num_pns_pres_Cen_Ngt_3_Tot,Num_pns_pres_Cen_Ngt_4_Fam_hh,Nu_pn_pre_Cen_Ngt_4_No_fam_hh,Num_pns_pres_Cen_Ngt_4_Tot,Num_pns_pres_Cen_Ngt_5_Fam_hh,Nu_pn_pre_Cen_Nt_5_Non_fam_hh,Nu_pn_pre_Cen_Ngt_5_Tot,Num_pn_pres_Cen_Ngt_6m_Fam_hh,Nu_pn_pre_Ce_Ngt_6m_No_fam_hh,Num_pns_pres_Cen_Ngt_6m_Tot,Tot_Family_households,Tot_Non_family_households,Tot_Tot
10102,373,6140,6516,6920,1012,7924,3770,250,4024,3824,183,4004,1549,87,1638,722,34,757,17164,7705,24870
10103,140,2591,2738,2418,772,3183,959,260,1216,905,205,1110,426,113,535,205,95,303,5049,4028,9085
10104,500,10239,10737,12030,2268,14303,3449,434,3878,2891,272,3163,1265,126,1389,713,60,769,20841,13402,34239
10105,203,4585,4785,4770,805,5570,1846,187,2030,1730,129,1855,810,56,872,459,42,501,9814,5798,15613
10106,200,3810,4010,4617,732,5353,1870,158,2022,1822,114,1934,978,63,1043,528,17,545,10017,4892,14912
10201,873,19505,20383,21438,3246,24682,9722,750,10473,9788,466,10259,3958,179,4135,1866,109,1975,47656,24245,71898
10202,779,17370,18145,19576,3089,22664,9277,702,9979,8699,434,9136,3949,222,4174,2074,104,2182,44351,21923,66274
10301,314,5277,5586,5681,960,6642,2424,270,2691,2317,132,2449,1096,95,1189,568,34,604,12400,6765,19166
10302,345,7318,7665,6915,1245,8162,2611,314,2923,2140,226,2367,1229,114,1344,651,55,704,13897,9277,23167
10303,264,6105,6372,5965,1110,7072,2325,257,2579,2128,176,2306,1043,92,1137,546,34,582,12268,7779,20045
10304,323,6474,6792,6968,1074,8043,3179,325,3505,2955,175,3123,1609,106,1720,761,53,810,15791,8213,23994
10401,325,6294,6615,7524,1692,9209,2554,296,2855,2087,151,2244,982,93,1071,611,44,655,14084,8569,22655
10402,537,10255,10795,11500,2354,13855,4745,535,5279,4196,312,4507,1950,138,2089,1184,84,1266,24117,13683,37796
10501,130,3074,3204,2197,999,3192,941,251,1188,737,164,901,426,108,531,305,65,367,4733,4654,9382
10502,156,3254,3405,2475,641,3113,1023,142,1164,748,96,845,314,40,358,200,40,238,4908,4210,9114
10503,400,8024,8424,8012,1745,9760,3667,561,4232,3217,375,3588,1719,221,1946,969,110,1075,17989,11036,29023
10601,586,8502,9088,10652,1564,12215,5487,420,5906,5028,279,5309,2457,111,2566,1361,52,1415,25577,10935,36513
10602,489,6977,7461,9599,1096,10689,5219,318,5538,5172,203,5370,2202,94,2301,1045,42,1087,23721,8725,32449
10603,442,7939,8381,10971,1502,12476,3816,300,4121,3408,181,3589,1593,82,1671,912,43,957,21145,10051,31197
10604,191,3558,3751,3589,631,4222,1550,150,1702,1479,96,1577,732,37,767,347,25,373,7891,4504,12392
10701,303,7293,7599,8798,1062,9857,4640,277,4921,4581,183,4757,1972,82,2055,1039,32,1069,21335,8930,30268
10702,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
10703,470,7945,8408,12105,1392,13499,5613,320,5935,5721,259,5979,2445,99,2545,1131,56,1182,27473,10069,37542
10704,614,14635,15252,15263,2736,17995,7142,979,8128,7399,509,7914,2911,177,3087,1135,106,1238,34467,19139,53608
10801,211,4899,5104,5308,1029,6340,1498,180,1675,1191,109,1307,543,60,605,282,21,302,9036,6294,15335
10802,240,6317,6554,6730,1684,8413,2448,287,2741,1915,186,2105,970,112,1091,673,74,746,12980,8661,21644
10803,8,64,67,50,18,76,23,0,29,15,7,19,4,0,4,3,0,3,109,95,193
10804,439,10214,10654,12674,1876,14558,4239,414,4649,3816,213,4030,1734,90,1824,884,42,928,23789,12850,36641
10805,344,7005,7345,8380,1341,9720,2762,282,3041,2207,158,2366,1089,116,1201,680,72,752,15461,8971,24428
10901,412,8344,8752,8123,1358,9480,3355,389,3748,3144,217,3358,1456,95,1551,684,54,741,17170,10460,27631
10902,81,1478,1558,1600,357,1957,589,111,699,536,90,624,282,37,315,142,23,164,3226,2094,5319
10903,284,5732,6012,6322,1024,7344,1830,195,2023,1729,155,1882,871,85,951,374,38,414,11408,7230,18631
11001,191,4600,4791,4537,813,5354,1688,259,1949,1537,139,1681,717,61,777,422,26,448,9093,5903,14997
11002,233,5216,5447,5290,1105,6400,1784,275,2055,1417,167,1583,733,87,822,403,39,444,9863,6895,16755
11003,140,2935,3081,2575,892,3474,1132,261,1394,957,210,1162,553,119,674,330,63,389,5685,4482,10164
11004,472,9698,10174,9874,1867,11743,4304,481,4782,3952,340,4294,1957,194,2144,1006,77,1080,21559,12659,34224
11101,687,12595,13283,15625,1850,17477,7141,461,7606,7413,216,7624,2841,109,2956,1124,44,1167,34837,15280,50114
11102,435,7462,7901,10489,1259,11747,4830,294,5126,4542,156,4701,1871,74,1945,1030,44,1075,23201,9289,32494
11103,1115,21114,22228,20524,4237,24758,9523,1584,11107,8892,696,9588,3451,253,3706,1352,129,1479,44850,28009,72864
11201,532,9919,10454,10598,2791,13391,4486,798,5291,4022,506,4524,1683,220,1902,835,99,933,22157,14335,36495
11202,423,8790,9214,8750,1844,10593,3569,507,4074,2993,300,3294,1467,155,1625,920,100,1023,18126,11700,29825
11203,548,11507,12063,12410,2593,15002,4876,606,5491,4612,334,4945,1989,147,2133,1000,59,1056,25436,15247,40683
11301,219,5038,5256,5278,1030,6308,2455,300,2751,2279,200,2485,1243,130,1379,695,73,771,12171,6774,18946
11302,94,1867,1963,2006,287,2294,717,82,803,643,59,702,302,27,325,154,9,161,3913,2332,6246
11303,570,10914,11483,11466,1785,13256,4895,551,5450,4516,304,4827,2316,159,2478,1244,94,1342,25012,13815,38827
11401,628,12697,13327,15648,2559,18204,5360,545,5907,4493,426,4914,2064,186,2245,1112,95,1206,29300,16503,45802
11402,260,5364,5624,7208,1004,8218,2598,205,2807,2607,151,2762,1199,74,1270,602,43,644,14478,6839,21314
11501,415,6669,7088,13172,846,14020,9480,300,9780,11840,254,12092,4770,114,4884,2304,50,2356,41984,8232,50214
11502,95,1324,1417,2417,228,2648,1249,73,1318,1733,64,1793,920,38,958,698,15,714,7115,1735,8852
11503,73,1325,1400,2527,310,2841,1339,71,1417,1442,50,1492,785,25,804,520,12,526,6685,1786,8473
11504,179,1741,1915,3765,350,4114,3281,103,3385,4671,101,4772,2039,47,2081,1009,19,1027,14930,2369,17298
11601,376,9336,9708,11503,1918,13425,8786,779,9566,8939,554,9496,3742,304,4046,2533,162,2694,35876,13055,48936
11602,325,4496,4820,8691,989,9681,9182,450,9637,11840,407,12248,4395,153,4546,2438,74,2513,36874,6567,43441
11603,250,6525,6767,7684,1317,9001,6181,527,6709,6450,539,6987,3568,293,3865,3075,203,3282,27207,9397,36608
11701,285,5882,6163,6150,1619,7770,3606,614,4222,3156,262,3418,1151,103,1252,547,36,581,14894,8510,23407
11702,297,6775,7077,6439,1685,8127,2915,652,3561,2530,346,2875,728,102,828,376,42,417,13284,9605,22888
11703,1095,43638,44731,30675,10566,41242,8893,3357,12252,5236,1522,6758,1334,475,1812,564,214,776,47795,59768,107568
11801,744,16817,17557,15373,4150,19516,6378,1303,7683,6077,483,6562,2121,157,2278,628,38,666,31317,22952,54266
11802,671,15168,15845,14599,3714,18310,7298,1172,8466,7244,490,7732,2383,160,2536,853,82,936,33047,20782,53825
11901,368,11665,12030,13091,1978,15066,9537,802,10341,10181,684,10860,5971,426,6388,4918,302,5220,44060,15855,59913
11902,336,10307,10640,10953,2321,13271,7837,1078,8916,7557,716,8272,3776,367,4139,2961,222,3186,33417,15005,48423
11903,411,10201,10612,11956,1735,13698,8081,730,8813,8003,462,8468,3471,200,3670,1942,92,2038,33859,13428,47291
11904,485,13591,14065,14901,3092,17990,8886,1133,10017,7699,568,8265,3210,241,3451,1865,114,1981,37038,18730,55766
12001,416,8452,8866,10762,1612,12374,5443,438,5882,4984,217,5208,1745,80,1826,609,26,636,23958,10826,34787
12002,377,6870,7249,6950,1207,8150,3303,371,3674,3398,181,3583,846,45,888,175,13,186,15045,8679,23727
12003,592,16046,16635,16318,4030,20347,9816,1596,11415,8378,930,9308,3039,367,3410,1610,188,1794,39741,23160,62908
12101,535,11156,11689,12958,2047,15001,7157,545,7704,7518,293,7814,2554,81,2635,833,39,868,31552,14163,45709
12102,338,6296,6639,8546,896,9440,5941,239,6184,6232,150,6389,2101,60,2166,874,18,893,24038,7663,31706
12103,474,7020,7500,11968,928,12893,7617,248,7867,9205,175,9379,3686,70,3763,1358,23,1381,34310,8470,42781
12104,615,15993,16606,13848,2330,16182,5133,548,5690,4116,213,4326,1187,50,1242,312,15,329,25223,19149,44374
12201,240,4060,4307,5085,897,5982,2387,303,2690,2689,107,2797,944,46,985,224,10,234,11565,5423,16993
12202,295,4664,4958,6986,752,7735,3309,191,3500,4114,166,4281,1849,74,1928,685,34,715,17231,5885,23113
12203,691,12605,13297,15526,2093,17618,8652,517,9165,10830,324,11158,4160,139,4297,1675,58,1736,41535,15729,57262
12301,231,3574,3811,6149,533,6687,4201,148,4342,5160,129,5291,2630,65,2693,1180,29,1212,19545,4485,24029
12302,527,11739,12265,14746,2144,16886,10668,696,11360,10400,537,10935,4912,284,5192,3609,202,3814,44856,15596,60455
12303,161,2644,2810,4405,453,4858,2336,136,2469,2668,125,2793,1501,63,1561,913,31,949,11992,3442,15434
12401,431,8192,8625,10097,1241,11333,4289,226,4516,4225,143,4366,1770,66,1837,778,23,798,21584,9890,31473
12402,0,3,3,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,8,8
12403,583,12537,13122,14802,2152,16958,9490,615,10110,9528,370,9895,4464,200,4658,2453,114,2572,41313,16002,57311
12404,157,3479,3636,3762,515,4282,2099,140,2236,1857,108,1967,909,45,947,610,38,651,9399,4319,13719
12405,187,4049,4229,4952,880,5837,3367,295,3663,3157,227,3389,1485,110,1596,1111,71,1182,14261,5636,19895
12501,257,7463,7724,8708,2029,10734,5748,962,6707,4856,699,5553,2305,387,2689,2158,231,2395,24037,11768,35804
12502,234,4861,5098,6284,858,7145,4757,267,5021,4951,167,5124,2069,84,2157,1107,39,1146,19401,6279,25687
12503,310,11182,11492,10737,2210,12947,7739,1066,8808,8000,860,8857,4933,570,5497,4776,394,5165,36490,16284,52771
12504,462,13217,13683,13484,3012,16494,10538,1320,11859,9415,771,10186,2947,259,3205,1548,131,1678,38396,18709,57104
12601,163,3231,3398,5260,638,5904,3494,186,3683,3971,103,4079,1377,42,1420,702,23,725,14974,4227,19200
12602,599,14704,15305,15966,2625,18597,9021,740,9763,8507,396,8901,3059,143,3205,1432,87,1517,38589,18692,57279
12701,281,5284,5574,8705,994,9699,7606,401,8014,9309,409,9718,5272,249,5518,3867,161,4028,35051,7500,42554
12702,286,9958,10245,12814,1786,14601,10144,733,10874,10376,592,10975,6524,353,6874,5999,255,6257,46143,13680,59830
12703,372,8897,9271,9789,1602,11392,7601,571,8174,8375,469,8840,4061,229,4286,2932,151,3089,33129,11920,45048
12801,577,11376,11950,13622,1742,15368,6488,367,6855,7190,222,7409,2977,98,3078,1092,37,1134,31944,13842,45784
12802,450,7320,7770,11502,956,12454,6528,199,6724,7890,130,8020,3353,54,3413,1168,24,1188,30884,8684,39566
19797,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
20101,619,13913,14529,13861,2203,16064,6107,657,6762,5886,309,6193,2593,127,2720,1018,71,1092,30077,17283,47357
20102,194,3589,3781,4302,763,5064,1474,147,1618,1391,91,1487,644,65,709,292,15,310,8300,4664,12962
20103,126,3839,3966,3787,632,4421,1244,114,1358,1035,74,1100,486,46,528,270,28,298,6942,4732,11674
20201,554,12300,12855,12340,1858,14196,5490,555,6041,5053,289,5340,2217,137,2357,1042,55,1099,26704,15196,41895
20202,318,5729,6046,7080,1103,8183,2637,245,2877,2631,168,2798,1027,71,1103,442,28,474,14136,7344,21484
20203,44,1541,1585,1664,325,1992,558,89,650,490,33,524,266,26,295,124,10,137,3150,2039,5185
20301,109,1263,1367,2419,256,2680,1191,75,1264,1443,66,1513,681,37,718,286,12,299,6128,1709,7837
20302,1029,23966,24994,24297,3673,27973,11709,1301,13011,11117,728,11849,4364,298,4664,1810,159,1969,54329,30129,84458
20303,538,8551,9098,12684,2055,14744,4620,471,5091,5168,341,5512,2124,115,2242,606,48,658,25751,11591,37342
20401,386,7509,7891,8204,1444,9647,2889,340,3229,2494,253,2747,1180,140,1317,534,68,596,15680,9749,25424
20402,266,6386,6648,6831,970,7796,2365,225,2592,2107,131,2235,976,58,1036,396,40,440,12937,7809,20748
20403,473,8532,9003,9914,1491,11408,3858,360,4216,3679,246,3931,1631,126,1750,686,60,742,20239,10826,31055
20501,270,5641,5913,7422,890,8313,2964,213,3178,2892,144,3040,1387,86,1480,642,48,692,15572,7027,22606
20502,320,6602,6918,7450,1207,8658,2222,250,2471,1855,163,2018,861,78,935,395,41,435,13095,8342,21440
20503,431,9397,9826,10500,1882,12380,3235,354,3591,2935,247,3183,1457,99,1560,582,38,619,19140,12021,31159
20504,428,10319,10746,9699,1590,11288,3993,401,4391,3566,253,3814,1506,121,1621,687,65,744,19870,12745,32609
20505,258,5625,5891,6076,936,7009,2163,262,2421,1940,148,2088,923,71,993,411,25,442,11767,7070,18838
20601,424,12548,12973,10627,2833,13459,4734,1295,6030,4397,638,5041,1174,159,1335,411,44,452,21770,17523,39297
20602,291,7193,7493,5911,1261,7169,2857,628,3481,3046,264,3308,817,81,898,227,27,249,13150,9451,22606
20603,336,9769,10106,7804,1617,9424,3691,489,4180,3816,226,4046,1325,61,1389,361,26,387,17337,12188,29523
20604,720,32931,33654,20436,9888,30329,5683,2421,8104,2770,893,3670,623,240,860,266,77,343,30508,46450,76956
20605,662,22714,23378,14288,3955,18242,4558,920,5477,3421,307,3731,940,78,1016,255,25,280,24123,27997,52123
20606,359,14252,14613,9211,2790,12005,2533,754,3284,1733,217,1953,573,55,623,139,8,153,14548,18078,32631
20607,439,15927,16367,12409,3704,16111,4091,1638,5718,3065,624,3693,827,168,997,258,45,305,21095,22101,43195
20701,782,16504,17287,17940,2750,20694,9180,815,9992,10756,452,11210,4059,203,4263,1159,66,1230,43878,20797,64668
20702,416,7636,8051,11183,1043,12225,6391,315,6713,6366,221,6589,2253,85,2335,916,49,962,27527,9348,36874
20703,423,10779,11203,11303,2000,13299,6355,742,7097,6451,461,6913,2154,160,2314,803,98,908,27494,14240,41733
20801,546,9699,10256,11599,1205,12808,5670,280,5947,6899,200,7093,2427,105,2534,535,20,556,27673,11514,39190
20802,741,17372,18116,17264,2799,20071,9001,813,9817,9804,478,10287,3270,176,3445,1032,61,1095,41115,21707,62824
20803,595,13989,14578,14205,1673,15881,7457,408,7872,8014,235,8250,2481,66,2544,672,22,699,33416,16403,49824
20804,200,4999,5200,4659,851,5508,2215,240,2452,2524,139,2666,927,47,978,222,7,229,10745,6289,17033
20901,625,11992,12622,14413,1770,16182,7446,521,7970,8210,295,8501,2685,107,2792,892,57,950,34279,14753,49024
20902,406,11534,11945,10573,2277,12847,5481,802,6286,5015,421,5435,1608,162,1767,831,93,925,23916,15293,39208
20903,294,3373,3668,6862,540,7405,3963,150,4112,4934,102,5036,2026,63,2087,631,20,648,18712,4243,22954
20904,838,15303,16144,21834,2639,24472,15435,965,16399,16964,737,17692,7385,336,7725,3729,192,3918,66185,20170,86356
21001,231,5300,5531,6857,684,7544,3776,197,3967,4204,120,4325,1491,56,1545,471,17,493,17036,6367,23405
21002,148,2032,2182,3697,356,4053,1769,117,1883,2173,71,2246,945,49,994,356,22,379,9091,2638,11734
21003,306,8040,8338,8164,1434,9597,4637,484,5123,4560,367,4922,1733,169,1905,954,105,1063,20358,10595,30953
21004,189,3605,3790,4945,637,5581,2882,158,3034,2831,84,2916,1146,50,1198,425,15,444,12413,4550,16962
21005,428,10231,10656,13888,1977,15860,11439,845,12289,12735,735,13471,6542,394,6939,5035,217,5252,50064,14400,64461
21101,603,12288,12892,17029,1914,18945,10283,484,10767,10576,296,10873,3799,122,3920,1558,46,1598,43844,15142,58993
21102,103,1372,1475,2591,186,2781,1460,52,1511,1871,45,1908,828,17,848,325,6,331,7175,1674,8848
21103,539,10791,11333,12747,1477,14222,6931,382,7317,7190,180,7370,2623,90,2715,1026,36,1063,31061,12954,44016
21104,261,5467,5727,6530,769,7299,3795,237,4035,4331,146,4483,1482,61,1539,534,38,567,16937,6709,23647
21105,761,12073,12832,17453,1881,19333,9053,482,9534,9676,332,10008,3882,123,4009,1769,67,1834,42593,14957,57549
21201,492,7827,8321,11165,1474,12644,6784,462,7250,7478,325,7805,3362,169,3532,1827,78,1909,31104,10339,41446
21202,414,8154,8564,12074,1534,13610,8105,630,8735,8836,412,9244,3781,205,3983,2316,115,2431,35525,11053,46577
21203,579,9820,10404,15768,2021,17789,13291,873,14161,15591,669,16267,7097,357,7457,5092,205,5303,57428,13947,71374
21204,478,14644,15122,16042,2732,18765,11330,1296,12629,10404,845,11249,4959,439,5394,3850,237,4090,47066,20187,67259
21205,613,13603,14212,18049,2770,20822,11091,1367,12462,11624,952,12576,3946,376,4322,1635,210,1845,46956,19275,66234
21301,486,13032,13520,15682,2517,18205,10761,1120,11880,10579,854,11430,4974,458,5431,3607,219,3830,46092,18203,64294
21302,424,8859,9284,9822,1289,11117,5326,329,5651,5421,232,5652,1796,88,1886,653,37,691,23441,10835,34278
21303,396,10487,10886,9444,2325,11772,4888,868,5757,4467,347,4818,1411,155,1562,598,73,672,21213,14259,35472
21304,598,10968,11562,14860,2019,16874,11433,707,12137,13437,557,13992,6023,322,6343,3630,179,3810,49975,14750,64728
21305,845,14612,15458,20611,3271,23883,18792,1573,20368,20310,1298,21606,8119,650,8774,5594,395,5993,74276,21797,96080
21401,672,15210,15882,15372,2369,17736,8503,621,9127,7947,313,8259,3039,163,3197,1205,73,1278,36737,18755,55490
21402,899,18300,19201,22638,3371,26006,8559,743,9300,8813,516,9327,3550,230,3777,1277,85,1363,45733,23236,68977
21501,324,8611,8934,8227,1301,9529,2910,259,3172,2390,170,2548,1216,92,1308,482,34,515,15549,10462,26015
21502,333,6644,6978,6647,1284,7929,2928,361,3287,2589,260,2846,1258,120,1379,669,79,744,14414,8753,23170
21503,167,4872,5038,4925,954,5882,1767,225,1999,1493,178,1669,849,104,951,428,43,478,9639,6377,16017
21601,210,4652,4859,5272,784,6060,1870,168,2037,1670,110,1782,866,62,924,424,25,455,10316,5793,16113
21602,169,3779,3949,4321,681,5002,1340,145,1488,1212,90,1298,639,57,697,333,32,370,8013,4784,12793
21603,275,7475,7758,7550,1240,8793,3449,407,3857,3269,249,3521,1578,124,1708,921,70,994,17051,9574,26627
21701,230,5173,5400,5193,772,5961,1830,142,1973,1539,99,1642,695,47,741,286,14,300,9782,6243,16023
21703,214,5066,5275,5110,929,6040,1796,197,1992,1571,119,1692,859,75,929,390,34,423,9940,6418,16359
21704,269,6109,6374,6863,984,7854,2691,249,2946,2535,155,2690,1188,87,1271,465,46,511,14008,7632,21636
29797,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
30101,404,5423,5822,8435,815,9251,4447,224,4675,4434,120,4556,1783,45,1822,929,25,951,20434,6645,27080
30102,545,8082,8627,11793,1420,13221,5273,277,5550,5299,161,5464,2107,73,2183,1040,30,1070,26059,10047,36110
30103,443,6120,6564,7973,972,8946,4626,273,4899,4746,139,4875,1636,57,1695,668,27,692,20094,7585,27674
30201,272,3202,3480,5091,537,5632,2978,188,3163,2982,85,3068,1048,24,1080,487,15,507,12867,4053,16916
30202,425,8680,9106,8676,1562,10239,4235,378,4616,4173,187,4355,1504,63,1566,574,27,597,19584,10895,30482
30203,263,5485,5748,5117,1064,6184,2534,256,2785,2191,110,2298,745,30,774,315,20,332,11165,6966,18126
30204,351,6255,6599,6771,1026,7798,3719,231,3952,3512,103,3619,1335,62,1391,621,20,639,16318,7695,24011
