SA3_CODE_2021,P_Oth_svc_15_19_yr,P_Oth_svc_20_24_yr,P_Oth_svc_25_34_yr,P_Oth_svc_35_44_yr,P_Oth_svc_45_54_yr,P_Oth_svc_55_64_yr,P_Oth_svc_65_74_yr,P_Oth_svc_75_84_yr,P_Oth_svc_85_yr_over,P_Oth_svc_Tot,P_Inad_desc_Ns_15_19,P_Inad_desc_Ns_20_24,P_Inad_desc_Ns_25_34,P_Inad_desc_Ns_35_44,P_Inad_desc_Ns_45_54,P_Inad_desc_Ns_55_64,P_Inad_desc_Ns_65_74,P_Inad_desc_Ns_75_84,P_Inad_desc_Ns_85_yr_over,P_Inad_desc_Ns_Tot,P_Tot_15_19_yr,P_Tot_20_24_yr,P_Tot_25_34_yr,P_Tot_35_44_yr,P_Tot_45_54_yr,P_Tot_55_64_yr,P_Tot_65_74_yr,P_Tot_75_84_yr,P_Tot_85_yr_over,P_Tot_Tot
10102,77,146,285,251,240,173,54,13,0,1244,68,116,292,265,255,182,49,9,6,1241,1896,2865,7863,7909,7861,5405,1404,183,11,35407
10103,25,38,76,55,76,54,22,4,0,345,28,65,124,89,95,77,31,10,8,520,882,1511,2877,2287,2837,2478,796,175,21,13860
10104,91,107,196,218,256,225,82,9,0,1179,94,88,198,217,222,317,113,22,8,1279,1908,1934,4815,5407,6815,7182,2378,308,35,30778
10105,40,76,159,135,137,110,36,4,0,695,47,66,150,106,122,112,47,12,3,657,1071,1424,3429,3335,3505,3385,1112,196,27,17474
10106,55,66,121,120,139,91,36,6,0,636,59,60,122,133,136,102,54,25,3,695,1161,1288,2933,3503,4122,3276,1226,292,44,17843
10201,123,274,531,648,620,533,152,14,0,2883,153,257,586,701,721,480,179,60,11,3140,5043,6622,14041,17182,18169,14382,3955,529,50,79961
10202,159,300,703,584,613,436,104,9,0,2910,159,295,622,584,594,468,127,47,13,2914,4761,6566,14558,14770,15064,11879,2750,287,27,70654
10301,60,98,205,166,163,128,29,0,0,843,57,97,151,157,178,145,56,23,3,874,1642,2288,4671,4389,4709,3843,1317,208,18,23084
10302,96,107,191,139,147,177,67,9,0,923,86,80,194,169,172,157,101,35,11,1021,1495,1888,4354,4245,4733,4570,1792,418,71,23570
10303,65,91,177,128,144,134,45,9,0,785,43,66,153,125,159,129,46,34,6,761,1227,1576,3976,3891,4460,3980,1206,268,29,20614
10304,80,119,278,235,227,167,49,3,0,1158,84,82,192,158,203,151,70,14,7,967,1893,2376,6102,6109,6038,4847,1639,298,31,29330
10401,47,67,141,136,193,150,35,0,0,772,65,68,156,147,154,158,62,17,6,843,1298,1475,3295,3583,4380,4343,1265,179,18,19838
10402,95,147,347,326,330,232,72,7,0,1559,96,150,306,367,312,266,101,31,10,1638,2671,2890,7297,8073,8837,7527,2277,249,28,39855
10501,14,28,34,38,43,58,18,3,0,238,35,22,66,63,66,60,37,18,10,375,393,704,1896,1563,1806,1918,716,165,18,9179
10502,19,42,53,48,51,69,21,0,0,306,19,31,47,49,52,62,22,5,0,289,500,686,1754,1459,1575,1705,517,63,7,8273
10503,83,138,296,212,217,182,81,16,4,1230,99,111,315,237,241,217,103,53,3,1378,2041,2606,7536,6363,6208,5838,2102,411,52,33171
10601,155,255,584,343,357,223,53,9,0,1987,142,206,401,353,367,267,91,26,5,1855,3110,4178,9736,9046,9097,6741,1753,261,33,43945
10602,122,232,503,372,295,204,53,3,0,1784,86,191,416,350,273,197,45,15,0,1582,2890,4052,10023,9425,8311,5765,1273,130,14,41884
10603,82,124,261,245,272,261,73,4,3,1328,81,117,232,223,305,222,81,23,9,1289,2208,2554,5082,5851,7047,6254,1608,230,19,30851
10604,47,63,147,105,84,71,19,5,0,538,32,60,116,85,96,82,38,18,8,533,913,1173,3048,3006,2937,2425,794,163,20,14477
10701,104,166,326,273,282,225,45,0,0,1428,62,143,324,284,290,223,47,17,5,1393,2104,3239,7412,7471,7063,5305,1019,89,8,33714
10702,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,4
10703,98,195,359,321,343,250,66,3,0,1640,95,141,377,301,308,230,73,19,0,1543,3080,4088,9171,9523,9589,7404,1679,162,14,44706
10704,111,303,514,447,422,343,78,20,0,2229,85,262,523,472,389,288,70,13,4,2108,3491,7411,14287,13373,13211,9466,2231,246,18,63744
10801,20,30,71,82,110,80,33,4,0,440,44,37,79,116,105,106,49,26,8,553,820,772,1717,2130,2676,2737,883,152,15,11901
10802,43,55,121,109,109,127,50,8,0,621,54,55,126,145,191,170,62,24,6,836,1188,1263,2861,3121,3858,4189,1251,232,23,17990
10803,0,0,0,0,0,0,0,0,0,0,0,0,3,5,0,4,0,0,0,9,4,8,50,55,42,52,21,4,0,243
10804,76,144,279,303,327,277,73,0,0,1477,81,112,197,195,251,203,65,34,13,1157,2725,2859,5897,6893,8142,7011,1986,281,36,35837
10805,39,58,140,160,180,150,53,0,0,781,59,75,125,132,187,180,81,15,11,866,1421,1500,3389,3650,4629,4654,1461,213,29,20935
10901,67,135,270,244,204,167,51,12,0,1159,82,120,251,232,229,208,62,26,9,1222,2112,2876,6465,6319,6194,5314,1660,235,27,31207
10902,11,20,36,27,39,34,8,7,0,176,25,24,46,55,45,48,22,4,0,281,285,448,1068,1030,1225,1278,424,77,7,5843
10903,42,54,119,118,131,103,48,0,0,626,62,52,130,119,153,153,78,24,8,781,1184,1236,3016,3216,3933,4016,1552,301,36,18477
11001,38,44,117,96,98,80,23,6,0,509,52,36,92,92,98,86,29,28,3,517,1094,1486,3209,3018,3205,3075,1176,263,29,16551
11002,41,50,127,102,107,99,45,7,0,576,48,62,110,119,116,142,65,33,16,703,940,1102,2386,2542,3131,3151,1324,346,58,14983
11003,35,53,95,88,77,74,32,6,0,452,35,38,96,74,101,109,35,20,0,511,578,911,2276,1988,2154,2153,815,149,21,11057
11004,124,155,344,295,284,255,91,14,3,1565,120,142,308,251,267,207,95,45,11,1450,2652,3120,8061,7611,7600,6551,2274,388,32,38290
11101,155,257,467,459,477,360,115,20,0,2303,93,175,367,448,424,297,85,24,3,1924,4066,5263,11140,12875,13026,9718,2193,277,13,58572
11102,120,185,383,334,368,216,71,10,0,1689,76,152,326,329,297,205,62,14,7,1469,2456,3400,7842,7713,7890,6155,1467,162,11,37102
11103,153,383,766,611,554,384,119,16,0,2989,139,377,771,602,548,364,105,30,6,2948,5195,10745,22407,18673,16835,12088,2805,341,31,89120
11201,66,120,300,302,305,231,75,14,0,1413,120,124,445,481,364,259,118,30,8,1956,2376,2604,7201,8281,8797,7538,2604,347,36,39786
11202,76,106,260,209,265,206,65,16,0,1197,100,114,219,253,274,234,93,50,5,1352,2052,2414,5188,5702,6586,6276,2077,339,54,30687
11203,88,140,313,375,326,267,82,8,0,1590,128,144,371,408,371,307,120,40,10,1900,2748,2989,6688,8489,9066,8145,2367,274,38,40812
11301,75,104,208,161,144,120,50,3,0,863,78,141,296,220,187,169,65,30,10,1198,1594,1963,5074,4590,4724,4363,1432,254,36,24030
11302,17,21,38,26,38,32,11,0,0,182,16,29,52,62,68,60,27,8,3,320,388,496,1103,1273,1414,1432,502,93,16,6709
11303,125,241,422,365,313,272,90,13,3,1849,123,212,378,341,314,271,103,53,14,1810,3664,4997,9932,9062,8772,7717,2549,451,56,47211
11401,87,141,367,313,327,278,87,12,0,1613,119,133,311,296,348,294,104,31,11,1650,2795,3372,8082,8279,8962,8476,2416,320,29,42727
11402,71,97,174,179,191,170,48,11,6,935,84,63,141,155,231,196,102,31,5,1015,1499,1749,3860,4393,5445,4800,2035,421,32,24236
11501,111,254,331,446,507,385,180,24,0,2233,92,234,523,897,751,482,174,37,3,3198,3683,6660,11110,19148,17956,12561,4006,477,26,75636
11502,38,60,101,86,155,124,45,8,0,619,30,52,100,111,189,104,49,25,0,673,928,1326,1833,2305,3409,2633,989,204,13,13636
11503,51,72,144,132,145,116,36,3,0,696,45,69,105,110,142,109,47,4,0,637,884,1196,2201,2326,3059,2504,694,111,8,12974
11504,83,95,213,243,259,124,32,4,0,1048,36,113,247,426,303,162,51,6,0,1345,1698,2586,5823,8697,6596,3345,852,69,4,29674
11601,77,167,448,422,384,306,70,8,0,1891,85,382,1047,961,664,437,113,9,3,3706,2345,6124,15358,16204,11572,8309,2075,123,15,62114
11602,76,207,466,565,404,235,50,4,0,2005,102,260,844,1145,600,322,62,11,0,3352,2846,5772,16316,24197,13768,6772,1399,100,9,71171
11603,64,133,297,284,253,214,52,5,0,1307,141,339,751,653,567,382,90,12,0,2928,2195,4607,9830,10347,8620,6319,1273,79,0,43274
11701,28,83,298,208,170,130,37,3,0,966,25,159,605,324,221,131,44,11,5,1522,883,3188,10181,7019,5148,3197,833,72,7,30529
11702,22,73,314,236,227,128,34,3,0,1045,19,105,440,304,219,110,38,7,0,1238,644,2450,9924,7658,5857,3290,831,79,9,30731
11703,39,288,1233,849,508,308,96,14,0,3336,68,647,2721,1442,654,414,121,29,3,6100,1780,12581,52954,31745,17310,10672,3309,482,38,130883
11801,51,115,554,373,305,215,97,17,0,1733,58,218,1232,865,631,368,162,80,18,3627,1417,4370,20726,15573,12582,8442,3811,912,106,67949
11802,60,164,561,453,393,282,75,17,5,2014,64,251,908,732,527,316,135,32,3,2962,2066,5680,18858,16159,13488,8939,2687,369,30,68273
11901,101,229,603,557,535,399,113,15,0,2557,126,408,1021,949,758,557,165,9,0,3992,2896,6758,15234,14901,13358,10097,2413,233,3,65893
11902,65,170,414,434,468,332,79,10,0,1973,66,309,875,721,625,421,102,16,0,3145,1721,5151,13232,11770,10374,7107,1625,148,9,51129
11903,64,177,357,405,412,386,75,20,0,1891,42,324,794,684,578,434,125,14,5,3009,2019,6439,14542,12839,11655,9120,2326,264,21,59217
11904,49,173,540,477,432,343,90,14,0,2121,75,348,1085,799,567,403,131,21,0,3439,1930,6471,19999,16060,12504,8928,2304,227,22,68445
12001,35,72,287,280,306,255,92,7,0,1326,38,124,544,529,381,239,101,26,5,1973,1312,3212,11034,10773,9221,6531,2136,281,23,44523
12002,26,53,193,199,176,127,74,5,0,847,15,62,231,288,268,127,57,9,0,1065,759,1856,6592,8156,7274,4371,1544,203,5,30757
12003,34,194,599,480,425,364,99,19,0,2209,59,513,1485,907,580,421,108,26,3,4100,1958,9402,25646,17765,13737,10204,2714,320,40,81784
12101,51,134,360,406,326,244,85,19,0,1625,47,150,610,730,481,319,98,33,3,2472,1785,4288,13777,16436,12817,8036,2810,445,41,60432
12102,57,128,238,297,326,224,60,13,0,1356,45,117,344,507,383,265,75,14,8,1748,1810,3421,7818,11897,10395,6774,1778,227,17,44133
12103,62,138,226,266,330,253,104,18,3,1395,74,150,348,642,659,379,134,35,7,2424,2659,5038,7719,13406,15049,10224,3567,710,68,58443
12104,32,110,325,276,250,172,65,22,0,1241,17,133,618,546,383,281,122,48,6,2157,1064,3449,14250,12801,10026,7168,3089,736,52,52626
12201,21,47,151,107,115,97,20,0,0,556,31,70,291,280,218,126,36,10,0,1058,873,1521,5117,5297,5185,3526,1068,191,28,22797
12202,83,94,180,211,242,206,86,19,0,1124,70,86,214,319,354,302,98,45,5,1501,1880,2486,4050,5881,7770,6384,2306,404,21,31178
12203,151,283,647,607,651,459,130,24,0,2955,140,293,791,955,931,550,137,28,12,3843,4187,6689,14948,18533,20164,12698,3543,510,39,81308
12301,104,173,334,324,301,171,55,4,0,1470,93,163,360,379,343,191,64,10,0,1593,2570,3496,8026,8927,8328,4938,1115,78,8,37469
12302,90,251,539,507,389,378,119,8,4,2292,189,465,1020,1025,756,548,137,17,4,4154,3270,6794,17232,18349,13669,10857,2621,193,14,72997
12303,73,94,199,211,218,126,29,0,0,952,70,102,193,208,230,173,40,13,0,1035,1564,2068,4398,4652,4923,3458,956,109,3,22139
12401,62,98,211,270,284,225,85,13,0,1247,66,88,173,244,254,193,63,20,4,1110,1921,2494,5525,7766,8799,7132,2325,272,21,36246
12402,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,5,0,0,0,0,7
12403,187,324,748,613,515,357,95,6,0,2849,159,386,878,820,735,465,136,23,3,3608,4444,7863,18550,18510,15136,10305,2454,234,20,77517
12404,47,83,210,184,146,114,32,6,0,831,43,87,212,172,145,117,44,8,7,841,1103,1749,4259,3333,3418,2745,729,103,8,17442
12405,28,80,218,176,185,138,34,4,0,861,63,135,350,320,297,224,60,7,0,1450,1248,2348,5827,5481,4715,3970,871,44,3,24501
12501,16,99,365,276,183,153,39,3,0,1127,56,430,1343,726,471,358,78,6,3,3472,841,5147,15665,9845,5964,4437,1096,66,8,43066
12502,30,85,182,240,270,224,60,3,0,1100,34,106,389,494,324,247,66,11,0,1675,1161,2839,6746,8537,6881,5008,1322,157,16,32677
12503,57,152,404,394,400,263,73,6,0,1749,111,443,1070,815,662,466,114,17,6,3715,2195,6197,14127,12163,9888,7205,1696,119,17,53601
12504,41,139,451,411,339,270,60,8,0,1713,66,374,1296,1105,484,316,75,23,10,3748,1811,6194,21929,21610,11329,7254,1855,206,11,72203
12601,25,59,107,169,164,131,28,4,0,677,18,68,252,326,210,157,43,8,0,1095,964,2305,5337,6743,5655,4163,1215,179,13,26569
12602,58,191,501,478,449,381,103,18,4,2170,58,257,1031,910,561,427,134,23,4,3411,2252,6308,19882,18534,13538,9831,2909,359,31,73645
12701,84,190,560,469,394,266,64,0,0,2035,130,289,880,831,617,437,95,10,5,3285,2969,5834,15431,14733,11023,7234,1473,114,9,58818
12702,65,239,525,532,581,393,102,6,0,2453,165,477,999,928,1032,794,170,17,5,4593,2582,7099,13865,11474,12493,10323,2348,157,11,60354
12703,66,147,400,391,341,222,50,6,0,1622,110,280,718,739,590,386,73,15,0,2914,2435,5489,12984,13208,10868,7006,1505,118,13,53621
12801,123,183,521,428,423,367,98,28,0,2169,97,203,520,557,528,364,127,37,13,2452,3055,5174,11878,12665,13219,9804,2984,446,49,59284
12802,133,210,427,454,512,351,96,13,0,2197,80,141,390,460,435,310,112,20,4,1954,3318,5067,10346,13138,13267,9342,2477,247,9,57216
19797,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,4,18,12,4,0,0,35
20101,82,235,465,370,355,285,87,5,3,1891,102,184,403,318,348,287,80,34,8,1756,3552,5453,12151,11318,10949,8505,2119,210,27,54275
20102,28,39,101,98,121,87,32,0,0,504,34,42,76,99,151,128,56,18,0,603,731,767,1965,2806,3476,3197,1015,195,15,14162
20103,15,45,75,68,67,59,21,0,0,363,30,33,90,70,112,109,41,27,0,503,576,739,1596,1711,2349,2203,776,136,18,10108
20201,78,168,446,363,309,302,95,10,0,1766,87,156,367,331,293,263,67,25,4,1584,3092,4830,10909,9903,9294,7530,1962,196,17,47732
20202,47,67,128,164,196,160,59,8,0,825,69,60,110,173,186,188,83,29,6,914,1316,1353,3280,4810,5928,5046,1675,269,25,23697
20203,9,10,24,36,29,27,14,0,0,155,20,21,38,33,52,57,26,13,4,265,259,309,741,872,1069,1225,476,104,16,5062
20301,35,27,66,114,91,60,25,0,0,415,25,31,78,79,97,68,23,5,0,413,731,750,1970,2584,2583,1884,617,105,14,11235
20302,150,421,915,706,640,515,125,32,0,3505,151,407,959,762,762,538,166,44,10,3795,5820,10728,25258,21504,19888,14878,3780,406,30,102298
20303,54,135,304,342,300,251,84,9,0,1476,69,100,266,370,332,245,111,30,8,1525,2438,3137,7615,10027,9747,7962,2564,312,31,43837
20401,47,74,193,183,198,191,73,12,0,969,60,99,184,203,263,225,110,33,12,1193,1639,2190,4804,5035,5917,5667,2152,401,41,27847
20402,52,79,165,143,171,144,54,7,0,812,70,78,136,122,214,174,80,24,9,902,1482,1544,3840,4001,4760,4598,1654,306,38,22218
20403,67,131,284,249,233,202,69,11,0,1244,90,122,250,280,252,212,90,39,6,1347,2599,3285,7289,7485,7856,6878,2250,372,42,38053
20501,40,129,264,207,248,234,69,9,0,1206,60,71,227,218,209,179,58,19,4,1041,1565,2246,5624,5160,5382,4720,1487,290,30,26510
20502,31,73,144,126,171,141,66,0,0,755,60,58,121,117,163,158,79,38,7,809,1151,1280,3230,3359,4054,4320,1611,287,38,19339
20503,54,101,252,235,256,231,72,9,0,1202,93,85,176,187,268,251,120,34,15,1234,1779,1946,4780,5678,6733,6610,2446,380,41,30382
20504,76,154,324,249,209,185,56,9,0,1266,63,117,293,235,288,199,91,20,4,1308,2096,2904,7068,6399,6413,5599,1429,169,15,32099
20505,60,74,177,121,115,115,37,8,0,710,52,64,147,144,123,149,52,23,6,763,1198,1571,3705,3697,3922,3775,1229,216,25,19335
20601,22,158,526,393,262,185,48,10,0,1625,28,190,724,432,309,176,38,10,5,1899,1392,5167,17977,13075,8906,5249,1200,114,11,53079
20602,29,67,264,204,198,130,29,0,0,918,26,80,317,252,197,106,45,6,0,1028,926,2151,9023,7341,6398,3748,902,57,10,30552
20603,20,81,286,207,195,144,62,13,4,1022,40,125,387,342,297,182,50,4,6,1432,1439,3681,10071,8463,7601,5213,1397,137,11,38018
20604,40,298,984,473,221,192,60,12,0,2284,79,631,1699,676,328,236,76,30,0,3750,2349,14075,40198,17922,8646,5587,1938,322,21,91054
20605,29,168,625,386,333,254,69,8,4,1868,34,166,811,682,450,271,102,20,6,2541,1214,4083,19164,14740,11138,7327,2283,372,16,60346
20606,16,111,377,181,155,99,39,10,0,973,24,158,630,337,205,152,85,30,5,1624,578,3608,15004,7831,4985,3682,1808,405,47,37942
20607,18,129,559,359,244,176,54,18,0,1556,33,156,891,491,278,167,42,4,4,2070,970,4930,22982,12593,7874,5233,1660,261,7,56514
20701,98,257,435,329,449,395,136,23,6,2118,120,295,725,705,723,507,179,42,13,3301,4021,9002,17524,16735,18921,14005,4919,839,80,86044
20702,46,116,297,340,374,293,89,17,0,1564,44,155,474,508,441,307,105,32,3,2072,1789,3968,8984,10374,9581,7594,2357,444,32,45124
20703,36,173,396,338,373,286,89,21,0,1715,47,282,664,511,433,270,73,14,7,2312,2409,6029,12348,11257,11112,7448,2044,285,19,52947
20801,54,129,191,230,363,272,112,21,0,1373,84,158,307,441,589,412,182,46,10,2220,2766,4053,6528,9712,13289,9700,3311,572,41,49980
20802,59,192,555,514,546,383,132,24,0,2399,99,261,915,910,711,392,165,44,12,3499,3236,7177,19612,19297,17662,11644,3975,518,65,83184
20803,70,202,428,484,467,382,125,21,0,2176,77,177,510,627,686,454,123,31,12,2691,3049,4717,12192,15207,15382,10223,2830,313,21,63938
20804,21,57,114,104,96,74,29,6,0,505,25,84,225,189,204,116,50,14,3,910,982,2315,5172,4503,4753,3330,1252,234,26,22566
20901,67,169,435,435,453,339,118,15,4,2036,55,186,488,544,487,341,134,29,8,2265,2736,5366,13468,15114,13819,9878,3026,352,33,63797
20902,27,123,461,395,325,212,49,3,0,1591,42,240,715,530,391,255,58,18,0,2246,1495,4378,13977,11768,9259,5602,1202,110,4,47807
20903,53,133,227,253,313,290,66,5,0,1335,60,117,173,295,349,242,75,20,0,1330,2165,3230,5028,6868,8966,7030,1909,267,9,35475
20904,116,396,1190,1174,909,575,129,7,0,4486,173,553,1618,1593,1140,741,174,29,5,6032,5222,10936,29639,31305,22662,14569,3256,247,21,117862
21001,23,70,205,227,257,209,57,6,0,1056,45,104,261,281,303,218,84,21,0,1319,1521,2509,5631,6846,7027,4796,1359,173,9,29866
21002,37,54,120,148,142,124,30,4,0,658,38,44,106,138,158,119,26,11,5,640,1047,1130,2442,3699,4109,2997,801,150,9,16390
21003,22,120,352,317,277,180,41,0,0,1305,45,190,546,437,258,172,45,12,6,1708,1237,3728,11579,9816,6851,4385,849,82,8,38536
21004,40,90,241,183,175,123,28,6,0,886,40,89,199,213,194,115,34,0,3,888,1207,2031,5560,5041,4777,3635,855,82,3,23193
21005,69,325,831,759,548,387,81,9,0,3010,173,551,1504,1223,890,579,112,8,5,5031,3597,8756,23071,20999,14259,9724,1900,123,4,82440
21101,85,314,661,631,768,593,159,13,4,3230,107,285,798,964,855,706,187,31,7,3935,4070,7316,16477,18302,17496,13799,3554,315,15,81342
21102,19,36,48,84,137,106,34,5,0,474,26,54,77,102,133,115,45,9,6,565,937,1395,1534,2310,3515,2627,824,141,8,13292
21103,71,215,466,496,503,397,112,17,0,2275,72,197,608,577,542,355,107,27,15,2504,2963,4994,12310,13755,12453,9229,2365,274,31,58375
21104,25,87,213,210,265,174,53,13,0,1039,27,109,280,318,285,185,53,16,3,1279,1466,2666,6029,7590,6934,4453,1262,164,15,30589
21105,166,358,800,772,726,627,196,18,0,3666,160,300,719,753,816,611,199,37,7,3612,4504,6761,15678,16674,17255,13617,3911,460,26,78888
21201,112,221,718,540,462,305,82,11,0,2453,95,270,736,759,605,422,119,33,3,3044,3249,5310,14658,13902,11610,7655,1904,243,32,58552
21202,75,257,496,547,545,411,118,11,0,2464,111,358,827,863,711,640,130,30,5,3669,3302,6310,13423,14761,13798,10280,2383,232,14,64503
21203,116,414,1155,1051,754,468,95,7,0,4061,229,636,1786,1710,1198,806,158,14,5,6535,4978,10468,27829,30092,20621,12089,2322,165,12,108576
21204,79,332,912,895,784,468,139,16,0,3628,139,658,2030,1545,1222,914,208,31,5,6753,2963,8747,23541,19644,15457,11107,2881,248,16,84614
21205,70,260,598,546,621,440,162,30,0,2742,116,401,1226,991,837,536,175,49,14,4346,3634,9738,21323,19809,17545,11979,3369,502,47,87942
21301,59,314,909,760,677,461,106,12,0,3301,159,563,1547,1156,1064,778,159,12,5,5447,3146,8314,20648,17166,15431,11450,2457,160,9,78771
21302,36,107,270,358,324,241,65,4,0,1408,47,126,408,411,369,235,72,16,9,1697,1718,2923,8852,10923,9754,6779,1457,130,10,42548
21303,22,106,486,349,282,170,53,0,0,1474,34,189,719,505,343,218,54,11,0,2073,1240,3860,15238,12244,8277,4774,1009,71,3,46721
21304,124,324,889,824,661,335,120,10,0,3290,195,450,1122,1267,879,460,111,15,7,4500,4823,8285,21739,24623,18625,10034,2111,144,13,90396
21305,109,442,1160,1084,756,460,103,4,0,4113,194,823,2321,2171,1168,590,115,19,3,7402,5311,12166,36759,44240,23724,12978,2537,157,11,137892
21401,88,263,676,576,534,404,109,19,0,2676,92,252,716,785,722,537,147,32,8,3301,3509,5667,15114,15560,14637,10872,2658,277,16,68304
21402,112,247,536,481,647,525,184,37,4,2772,177,230,479,586,757,648,259,99,18,3253,4922,6195,11925,14378,18004,14826,5267,826,53,76389
21501,54,81,189,153,148,162,59,11,0,860,51,64,183,117,141,184,65,44,8,869,1511,2091,5255,4592,5375,5715,1938,456,56,26983
21502,49,102,257,180,144,156,49,3,0,934,77,125,286,199,276,187,61,24,4,1243,1503,2178,5491,4861,5155,4582,1300,146,24,25240
21503,43,63,139,115,75,111,43,3,0,605,43,84,180,165,169,151,69,34,4,908,909,1311,3311,3124,3252,3509,1278,238,27,16958
21601,45,82,157,129,152,155,47,8,0,766,53,56,119,119,159,140,58,24,9,731,1160,1391,3011,3057,3783,3662,1182,191,32,17466
21602,31,56,104,92,80,75,24,6,3,475,39,47,95,83,103,91,37,18,4,517,834,978,2325,2291,2750,2676,866,136,19,12876
21603,63,137,302,230,283,209,65,13,0,1298,67,116,294,279,286,201,79,16,17,1355,1868,2619,6401,5841,6220,5191,1623,218,30,30005
21701,39,56,94,102,113,102,39,0,0,551,56,51,100,104,129,118,76,29,10,672,1018,1204,2747,2865,3542,3593,1389,272,38,16663
21703,31,71,108,97,114,92,36,3,0,553,60,49,129,115,149,119,90,34,3,748,1183,1383,3284,3213,3812,3689,1437,288,34,18316
21704,70,103,210,167,184,120,61,8,0,919,55,81,189,140,177,147,57,25,5,886,1798,1997,5077,4927,5341,4875,1522,256,29,25825
29797,0,0,0,0,0,0,0,0,0,0,0,0,0,0,8,0,0,0,0,15,0,4,16,44,56,44,5,0,0,170
30101,98,139,342,360,343,272,94,11,0,1658,63,142,304,346,370,262,57,12,0,1565,2493,3085,6594,8060,8315,6556,1651,148,4,36907
30102,116,193,345,380,421,305,92,17,0,1866,119,176,328,452,460,325,113,18,7,1998,3170,3670,6870,8898,10331,8140,2051,223,22,43380
30103,60,135,314,342,325,185,39,3,0,1406,55,111,302,389,346,228,67,17,8,1529,2232,2906,7005,9260,9124,5737,1242,118,11,37646
30201,31,87,199,194,170,140,45,6,0,873,33,78,184,216,172,101,29,15,0,827,1375,2331,5185,5871,5120,3375,874,112,4,24241
30202,56,146,341,294,263,202,56,5,0,1374,58,166,359,320,271,162,38,20,5,1398,2067,3808,9887,9262,7911,4913,1235,152,18,39253
30203,42,88,269,192,132,144,44,6,0,916,28,98,284,233,156,106,30,7,0,939,1013,2212,6821,5934,4437,2991,719,71,3,24195
30204,43,98,262,246,194,157,45,5,0,1045,50,135,317,347,270,162,31,11,0,1322,1601,2498,6501,7399,6478,4337,914,82,10,29822
