SA3_CODE_2021,P_Oth_svc_15_19_yr,P_Oth_svc_20_24_yr,P_Oth_svc_25_34_yr,P_Oth_svc_35_44_yr,P_Oth_svc_45_54_yr,P_Oth_svc_55_64_yr,P_Oth_svc_65_74_yr,P_Oth_svc_75_84_yr,P_Oth_svc_85_yr_over,P_Oth_svc_Tot,P_Inad_desc_Ns_15_19,P_Inad_desc_Ns_20_24,P_Inad_desc_Ns_25_34,P_Inad_desc_Ns_35_44,P_Inad_desc_Ns_45_54,P_Inad_desc_Ns_55_64,P_Inad_desc_Ns_65_74,P_Inad_desc_Ns_75_84,P_Inad_desc_Ns_85_yr_over,P_Inad_desc_Ns_Tot,P_Tot_15_19_yr,P_Tot_20_24_yr,P_Tot_25_34_yr,P_Tot_35_44_yr,P_Tot_45_54_yr,P_Tot_55_64_yr,P_Tot_65_74_yr,P_Tot_75_84_yr,P_Tot_85_yr_over,P_Tot_Tot
30301,36,102,260,208,202,141,32,6,0,979,35,119,244,271,238,126,36,13,6,1088,1632,2843,6588,7138,6341,4092,969,115,5,29730
30302,54,198,415,288,228,150,34,7,3,1372,49,186,467,350,231,149,50,15,6,1501,1986,6080,13865,10156,7869,4799,1200,159,15,46135
30303,46,132,349,335,295,183,37,8,0,1385,71,208,540,471,318,166,45,17,3,1852,2091,4026,9402,9984,7929,4606,1209,166,13,39425
30304,22,97,177,143,131,96,22,0,0,681,30,104,254,216,156,107,21,3,0,888,998,2103,5158,5240,4182,2480,544,57,3,20767
30305,33,130,288,340,225,198,39,0,0,1261,71,205,469,505,313,168,46,11,0,1794,1591,2852,8016,9128,6173,3963,956,63,0,32741
30306,27,81,224,216,153,101,30,0,0,830,44,134,443,341,210,145,51,15,0,1381,923,2378,6148,5720,4047,2950,805,101,3,23074
30401,27,50,112,126,145,93,43,4,0,604,31,45,102,171,137,89,39,4,0,610,932,1225,2804,4074,3903,2815,884,86,0,16722
30402,53,68,89,148,160,119,42,13,4,697,24,54,93,194,183,136,34,5,0,728,1552,1832,2690,5559,6526,3936,1301,215,14,23628
30403,47,135,187,171,113,80,22,4,0,765,71,127,200,195,148,86,42,18,0,885,2120,4325,5973,5938,5213,3130,1056,194,11,27958
30404,48,82,182,192,206,123,36,11,0,888,51,70,144,191,181,80,20,5,3,736,1889,2451,5396,6941,6644,3519,906,80,9,27834
30501,45,207,571,290,210,162,42,8,0,1542,55,294,816,454,321,179,63,17,4,2206,1729,7171,19499,10960,7716,5093,1512,234,12,53930
30502,35,72,229,177,136,75,27,0,0,758,27,111,250,267,187,104,24,5,4,976,1284,2690,6592,6302,5307,3145,698,85,9,26105
30503,79,251,592,341,297,179,66,5,0,1802,79,316,734,509,344,214,69,18,5,2278,2492,7577,18484,12702,10605,6598,1785,287,25,60562
30504,57,147,256,174,170,104,37,6,0,945,50,195,310,269,232,121,46,0,0,1231,1931,4924,8580,7286,7074,4200,1160,166,10,35335
30601,61,124,207,268,275,173,61,10,0,1176,57,73,185,212,217,157,44,12,0,951,1981,1898,4908,6695,7178,5318,1363,148,4,29502
30602,112,245,575,526,490,329,102,13,0,2388,120,198,504,396,370,252,88,31,10,1973,2889,4129,10845,10314,10507,7651,2157,273,25,48792
30603,33,53,96,104,89,106,31,7,0,511,60,53,150,136,139,152,66,31,5,790,788,977,2628,2589,3075,3270,1163,198,22,14720
30604,9,17,41,42,55,54,9,0,0,227,33,24,54,60,67,70,11,12,0,328,299,378,1273,1247,1389,1465,531,74,13,6660
30605,57,70,134,139,127,123,54,6,0,712,64,46,159,124,174,159,92,32,4,855,1168,1094,2958,3208,3982,3763,1372,247,11,17808
30701,84,92,173,130,138,88,34,13,0,752,84,115,247,206,200,170,63,45,4,1146,1235,1802,4433,4312,4539,3980,1458,373,37,22176
30702,87,77,148,134,123,115,43,5,0,723,68,69,170,165,168,170,77,31,12,931,1318,1559,3245,3515,4082,3566,1262,333,46,18931
30703,64,70,121,124,112,111,49,3,0,653,69,54,113,131,160,136,98,38,4,800,1258,1269,2817,3004,3676,3577,1377,277,30,17294
30801,53,84,137,112,97,80,23,3,0,578,45,48,125,106,112,83,21,9,0,560,969,1334,3375,3508,3186,2504,679,133,7,15691
30803,180,260,562,492,408,341,118,9,0,2363,175,198,449,356,347,280,100,32,5,1941,4031,4914,11057,11142,10869,9310,2409,265,28,54022
30804,25,32,53,64,28,36,9,5,0,251,21,22,44,53,42,46,36,14,0,276,419,615,1454,1643,1561,1377,472,142,16,7697
30805,68,123,241,225,234,180,32,4,0,1103,91,158,328,309,317,209,54,12,6,1478,1980,2235,5729,6253,6614,4930,1064,132,4,28945
30901,56,151,369,305,238,149,45,3,0,1321,51,172,465,388,332,231,74,30,6,1740,1682,3096,8394,7297,6986,4983,1616,202,18,34272
30902,34,78,255,231,195,140,41,3,0,973,73,128,325,320,270,215,46,13,0,1389,1734,2321,6159,6282,5978,4693,1379,137,13,28701
30903,40,118,252,250,280,233,82,15,0,1274,72,137,318,322,333,262,108,25,6,1584,1468,2672,5829,5957,6701,5732,1876,247,23,30517
30904,28,34,56,83,98,99,17,5,0,419,31,24,79,105,111,98,31,14,0,496,599,581,1311,1946,2445,2025,607,111,7,9633
30905,41,68,154,195,183,106,33,3,0,786,42,55,146,223,211,122,33,8,0,845,1329,1354,2615,4198,4589,2784,748,89,5,17723
30906,56,136,349,372,300,240,72,9,4,1542,93,171,341,417,374,233,83,17,3,1727,2217,2865,6633,7879,7727,5376,1548,178,8,34431
30907,165,398,855,811,658,422,90,12,0,3414,219,409,1010,942,798,496,135,25,0,4037,5156,7291,17331,18494,16361,9872,2463,282,14,77261
30908,31,110,282,272,209,121,34,3,0,1064,63,124,294,297,252,164,59,14,3,1270,1633,2657,5764,6048,5499,3806,1205,155,7,26771
30909,45,164,335,252,235,162,55,5,0,1254,63,218,417,319,277,167,76,23,5,1549,1698,3875,7467,5917,5834,4298,1340,186,20,30634
30910,36,97,216,168,150,101,48,10,0,818,33,120,289,285,202,197,75,28,3,1241,917,2115,5267,4147,4201,3636,1499,281,17,22084
31001,69,217,500,436,355,192,45,3,0,1817,103,203,524,483,364,275,49,11,0,2004,1729,3442,8295,7582,6610,4373,896,77,3,33007
31002,73,117,248,211,209,191,56,7,0,1104,103,137,246,260,306,243,83,20,5,1409,1957,2323,4685,5500,6411,5301,1468,268,25,27933
31003,86,268,606,429,372,266,68,10,0,2106,121,259,666,519,417,309,55,14,8,2368,3382,4991,12320,11428,10630,7752,1463,141,14,52123
31004,87,243,568,457,363,186,41,3,0,1940,152,367,745,700,466,288,53,6,7,2777,2869,4988,12572,12891,9198,5149,969,58,9,48698
31101,6,25,39,53,37,52,15,0,0,235,31,33,54,72,94,80,28,8,4,390,377,431,893,1097,1315,1157,384,61,12,5725
31102,40,109,215,184,145,109,41,3,0,842,50,129,320,263,211,128,39,0,0,1150,1056,2175,5025,4226,3764,2792,645,45,5,19730
31103,100,224,492,385,329,255,46,10,0,1837,106,323,725,570,430,328,95,5,0,2586,2384,4458,9957,8796,7718,5861,1148,73,0,40394
31104,90,147,335,335,300,197,71,0,0,1468,92,147,375,399,374,214,37,8,0,1650,2064,2596,6281,6894,6582,4021,847,67,0,29349
31105,57,117,330,284,252,183,43,0,0,1277,87,159,380,323,286,216,63,10,0,1520,1786,2691,6379,6628,5969,4269,1108,77,11,28924
31106,62,152,338,305,286,185,59,6,0,1397,104,224,477,445,365,239,63,12,0,1934,1858,3041,7031,7809,6533,4457,1278,120,3,32135
31201,45,64,163,104,90,84,25,0,0,574,48,62,129,139,137,123,30,3,5,681,983,1551,4648,4634,4481,3520,827,101,14,20766
31202,241,352,740,588,523,377,99,19,0,2935,190,306,547,523,534,383,128,34,6,2643,4036,5106,11521,12315,12345,9867,2537,289,23,58041
31203,29,42,109,135,114,69,28,0,0,526,29,48,94,104,125,78,42,8,3,536,757,1144,2872,2646,2551,2143,702,96,9,12925
31301,26,45,87,85,115,106,41,4,0,506,32,60,89,102,154,137,24,19,5,627,745,766,1465,2144,2871,2906,872,86,9,11863
31302,72,166,380,293,288,164,32,8,0,1399,99,211,473,373,303,215,59,11,3,1732,2239,3552,8208,7041,6553,4632,1024,92,7,33346
31303,13,18,43,46,40,27,8,0,0,204,27,29,60,72,72,44,18,12,0,333,368,346,1130,1219,1341,1091,348,59,8,5919
31304,82,174,319,265,307,202,52,8,0,1410,90,153,352,342,339,216,57,9,3,1563,2456,3181,6196,6880,7136,4881,1000,72,8,31817
31305,75,94,197,205,255,191,82,8,0,1111,62,107,232,268,279,230,76,15,6,1271,1719,2056,4093,5520,6724,5326,1455,151,11,27061
31401,128,174,346,401,473,317,86,7,0,1934,90,133,280,427,419,272,60,14,3,1688,3475,3826,7859,10717,12257,7629,1648,187,3,47613
31402,82,219,542,390,331,160,40,7,0,1767,99,191,544,488,333,188,38,3,0,1881,2645,4249,10896,11265,8794,4726,940,73,6,43592
31403,35,104,229,222,166,108,38,0,0,902,50,95,211,211,192,108,33,5,0,907,1111,1841,4317,4405,3837,2632,615,48,6,18807
31501,13,33,81,65,71,56,8,4,0,327,51,58,107,91,98,86,33,12,0,531,540,1086,2882,2591,2922,2490,711,94,5,13305
31502,36,68,140,112,101,89,31,4,0,579,50,68,140,111,101,60,33,8,3,576,928,1645,4022,3430,3116,2742,779,130,9,16797
31503,28,27,48,57,43,55,20,0,0,283,29,27,74,67,86,79,42,5,0,418,456,767,1745,1571,1894,2105,830,130,4,9497
31601,57,97,204,250,224,150,50,0,0,1038,95,112,229,241,211,152,45,14,5,1096,2476,2614,4810,5986,6603,4414,1130,96,12,28131
31602,99,179,390,354,356,251,70,12,0,1708,136,189,390,413,417,272,72,30,3,1923,3200,3712,8365,9406,9834,7335,1830,218,8,43912
31603,53,117,305,266,251,181,43,8,0,1216,61,125,333,257,232,189,60,21,9,1281,1709,2725,6497,6052,6513,5617,1527,172,11,30825
31605,43,72,155,167,212,134,46,6,0,841,45,68,163,241,227,122,67,20,0,951,1492,1311,2914,4506,5274,3962,1460,235,6,21161
31606,73,115,246,191,230,164,49,4,0,1067,97,112,230,237,278,267,82,16,0,1307,1819,2106,4670,5402,6177,5058,1541,196,18,26991
31607,68,98,243,227,204,150,34,5,0,1030,52,95,211,216,218,136,45,20,4,990,1478,1727,4379,5072,5115,4064,1048,120,5,23010
31608,30,45,76,95,118,101,18,3,0,487,33,33,78,114,145,99,35,9,0,548,759,612,1226,2041,2830,2271,675,97,4,10518
31701,229,353,748,617,568,442,150,31,4,3151,191,310,645,573,514,340,126,40,8,2756,5451,7518,16661,15240,14863,11603,3133,447,38,74959
31801,74,70,109,113,134,129,36,14,0,668,65,71,128,108,138,137,82,36,16,789,1188,1398,3058,3085,3841,3771,1296,267,33,17947
31802,270,485,933,729,633,468,151,32,0,3710,267,403,782,657,626,489,156,27,0,3401,6584,10429,20719,18992,18542,14253,3649,354,18,93538
31901,80,148,313,291,294,232,75,9,0,1435,124,175,344,317,367,253,89,46,6,1719,2652,3220,7066,7050,8057,7023,1826,278,26,37193
31902,52,66,119,81,106,121,44,4,0,587,66,68,155,168,195,157,97,51,11,960,1215,1459,3151,3196,3928,3768,1413,356,40,18509
31903,69,90,194,201,156,139,49,3,0,900,65,69,187,190,188,198,74,23,8,1001,1482,1483,3403,3840,4548,4212,1156,178,23,20323
31904,39,95,202,212,225,180,38,4,0,988,69,65,147,169,192,168,38,17,10,883,1555,1616,3820,4470,5078,4444,1089,114,12,22202
31905,39,58,130,130,145,129,21,5,0,662,54,72,110,158,169,128,71,22,6,794,1041,1229,2428,2853,3665,3510,853,132,11,15727
39797,0,0,0,0,0,0,0,0,0,0,0,0,4,0,0,0,0,0,0,6,0,3,19,27,27,17,6,0,0,99
40101,18,60,96,66,66,52,21,3,0,382,9,76,136,66,51,38,25,11,0,417,521,2065,4394,2494,1761,1533,684,128,7,13592
40102,77,158,335,317,328,263,91,10,0,1584,76,111,166,228,255,206,87,38,3,1165,2464,3277,6755,8181,9473,7291,2343,328,32,40145
40103,29,68,98,120,142,109,48,8,0,626,29,47,84,115,132,80,50,14,0,559,1207,1928,3372,4683,5122,3945,1566,293,27,22147
40104,22,97,248,203,267,223,48,10,0,1128,28,89,192,191,152,103,34,10,3,800,1364,2678,6050,6141,5679,4213,1087,139,9,27359
40105,25,68,169,122,133,129,37,5,0,680,11,49,129,109,92,73,32,14,0,514,864,1846,4673,4032,3703,3008,974,129,8,19232
40106,13,61,113,109,103,89,35,0,0,520,13,42,106,104,58,52,18,9,6,402,773,1587,3656,3518,3115,2552,794,99,9,16104
40107,24,55,128,115,133,106,47,9,0,623,12,51,103,98,85,85,31,12,4,486,941,1843,3990,4254,4224,3152,1110,146,15,19679
40201,38,85,170,154,126,125,43,7,0,747,20,70,150,111,123,119,31,6,0,635,1175,1697,3438,3523,3992,3240,664,75,9,17822
40202,84,200,486,327,260,201,51,8,0,1612,100,212,531,370,284,268,54,23,9,1825,2191,4359,10400,8398,7209,5689,1055,92,11,39415
40203,27,158,440,341,268,175,65,8,0,1486,27,162,431,344,218,115,28,10,0,1346,1395,3618,10953,9516,6260,3934,933,88,8,36714
40204,88,289,758,626,505,388,95,3,0,2755,100,321,700,652,528,377,99,22,4,2800,3169,6535,15029,14733,12250,9218,1843,140,13,62937
40205,86,235,420,376,447,348,118,10,0,2032,57,118,277,332,295,227,69,14,3,1389,2871,4319,9395,10656,10359,8057,1951,161,5,47781
40301,38,56,127,91,127,123,55,4,0,629,26,34,79,103,102,77,38,20,4,482,1023,1451,3153,3503,3753,3353,1120,152,10,17527
40302,78,188,436,404,372,292,87,14,0,1863,37,179,316,304,237,183,46,19,6,1329,2341,4742,11753,11095,9093,7138,1796,151,12,48130
40303,56,99,211,214,286,217,75,17,3,1186,28,63,135,195,200,124,45,22,6,813,1958,2943,5665,7264,7835,5665,1571,275,24,33200
40304,154,358,829,841,790,524,154,19,0,3666,128,222,518,522,590,396,119,33,8,2539,4939,7214,16575,17831,17689,13952,3264,311,27,81789
40401,79,258,620,504,487,388,128,25,0,2494,71,201,476,409,406,314,104,34,9,2012,2809,5714,14462,12356,11758,9212,2236,274,27,58848
40402,43,129,357,283,264,171,48,6,0,1307,47,118,247,261,249,169,49,9,0,1146,1274,2670,6673,6174,5890,4742,1012,78,5,28514
40403,56,157,335,257,266,192,63,9,0,1332,39,131,293,207,189,106,38,12,6,1024,1541,3795,9511,7539,6218,4591,1169,150,12,34523
40501,33,49,134,106,133,94,40,10,0,599,42,46,83,110,128,114,43,23,7,598,1120,1364,2962,3675,4086,3631,1107,182,17,18153
40502,19,34,64,51,72,49,24,0,3,314,28,33,51,54,71,72,45,14,0,364,516,650,1518,1738,2130,2197,849,170,15,9779
40503,22,33,81,83,81,97,32,6,0,445,13,30,48,51,70,66,29,12,4,322,717,896,1893,1916,2309,2404,756,122,14,11024
40504,17,35,61,72,75,88,24,3,0,387,21,19,34,53,65,76,35,24,7,337,490,655,1528,1681,2025,2291,773,131,19,9592
40601,61,105,192,167,211,148,75,5,0,962,50,65,152,146,163,178,63,32,0,850,1475,1932,5049,4937,5663,5023,1423,231,6,25740
40602,27,39,114,73,70,55,15,0,0,398,23,37,103,81,73,99,31,14,0,466,609,1095,3567,2859,2888,2684,651,81,6,14437
40701,37,80,157,145,197,190,69,4,0,874,50,29,82,119,168,144,83,43,5,721,1278,1409,3063,3776,4730,4932,1811,333,26,21353
40702,76,124,245,219,252,192,68,12,0,1188,69,95,212,190,238,212,98,35,4,1162,2123,2487,5692,5945,6689,5937,2084,388,38,31382
40703,64,112,233,196,221,198,72,8,0,1110,81,96,231,194,240,215,103,32,7,1196,1795,2402,5610,5258,6359,6338,2041,340,30,30173
49797,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,8,9,0,0,0,0,22
50101,63,91,191,207,222,145,53,0,0,984,69,68,146,226,225,174,73,25,3,1013,1860,1451,4281,6111,6282,4943,1654,213,26,26827
50102,121,217,407,380,426,288,80,11,0,1929,134,179,365,408,361,273,107,29,9,1862,3365,3785,8859,10317,10845,8553,2270,272,24,48291
50103,26,24,65,55,79,73,21,0,0,351,31,33,67,74,75,97,56,24,0,465,602,614,1511,1956,2377,2525,982,212,12,10802
50201,132,162,376,300,325,267,82,12,4,1659,127,172,343,345,363,281,114,34,7,1789,2919,3581,7214,8166,9151,7817,2040,241,21,41151
50301,85,137,137,141,147,121,68,17,0,854,90,145,210,250,385,241,105,41,12,1476,2475,3662,5228,6200,8064,5952,2454,558,54,34660
50302,62,189,505,393,262,237,93,8,3,1756,64,250,780,593,402,259,108,22,0,2478,2063,5841,19550,15044,10845,7826,2605,335,25,64133
50401,55,180,438,375,327,253,99,9,0,1734,62,172,550,468,362,281,86,21,5,2006,1790,3789,10812,10219,8340,6316,1832,187,12,43294
50402,50,101,186,193,193,147,55,8,0,943,59,98,168,185,247,176,63,15,3,1008,1315,1661,3185,3777,4574,4031,1155,148,6,19848
50403,163,381,899,765,640,436,115,12,0,3417,180,412,878,943,745,508,143,23,8,3841,4280,6691,16767,17160,14520,10437,2536,252,22,72663
50501,175,349,613,679,651,548,192,18,0,3229,189,277,592,689,726,608,189,31,0,3298,5410,7140,13136,17646,18999,15234,4203,358,22,82151
50502,166,403,1175,938,733,544,197,40,4,4198,153,451,1275,1186,890,570,204,67,10,4809,4574,9141,26820,25045,20236,14506,4441,599,40,105402
50503,240,528,1237,1075,954,599,126,20,0,4781,262,548,1121,1251,1041,638,146,29,4,5038,6409,9729,21683,23943,22176,14077,3088,269,22,101388
50601,85,192,469,444,330,204,58,6,0,1791,119,220,649,617,449,286,76,17,7,2433,2304,3719,10132,11755,8105,5815,1423,151,9,43411
50602,51,179,440,344,241,177,73,3,0,1503,37,178,577,432,315,201,59,7,7,1818,1476,4164,12249,9415,6854,5015,1418,124,16,40726
50603,72,226,421,351,323,242,93,23,0,1751,118,320,738,565,480,285,95,22,9,2638,2520,5635,11537,10954,9083,6480,1871,207,13,48308
50604,123,285,566,600,491,351,113,11,0,2539,150,371,813,861,655,454,124,18,4,3446,3181,5726,12009,14342,11785,8022,2107,166,10,57349
50605,81,148,280,272,255,228,70,8,0,1338,63,125,261,293,266,211,70,16,7,1303,1736,2411,4921,6323,6261,4897,1503,162,17,28235
50606,54,88,213,149,135,110,22,0,0,782,66,76,190,199,131,112,27,10,0,814,1046,1308,3643,3644,3079,2184,538,61,3,15502
50607,35,89,188,125,120,92,46,12,0,700,36,94,213,201,158,126,64,19,5,913,1108,2607,5260,4652,4180,3415,1318,198,12,22748
50701,147,291,624,544,476,364,80,4,0,2540,143,294,728,762,612,359,134,15,5,3036,3230,5529,13955,14554,12209,8380,2085,170,8,60126
50702,41,61,150,129,138,101,35,5,0,653,31,62,203,195,182,145,51,17,0,896,920,1655,4148,4323,4268,3716,1190,160,8,20398
50703,42,96,259,205,133,77,14,7,0,840,52,116,294,271,221,123,36,0,0,1114,1109,1959,5246,5470,4021,2387,490,38,4,20726
50704,114,169,330,348,328,282,113,12,0,1701,112,201,394,507,467,370,140,41,8,2236,3347,4845,8994,11159,11449,8910,3018,379,30,52129
50705,156,236,578,473,463,309,68,10,0,2298,175,276,651,647,594,431,99,15,6,2892,4186,5660,12888,13421,13203,9385,1838,134,11,60725
50901,81,111,208,190,174,194,73,9,0,1040,94,84,155,173,212,198,88,27,8,1036,1779,1889,4504,5235,6021,5746,2062,341,41,27631
50902,64,94,167,180,158,160,55,4,0,890,70,76,170,156,211,250,115,33,9,1092,1186,1573,3936,4456,5400,5665,2056,401,47,24728
50903,23,30,55,72,58,61,15,0,0,315,21,26,50,37,64,67,25,20,10,311,358,600,1534,1766,2031,2057,851,201,28,9423
51001,24,51,150,164,136,106,30,0,0,659,38,64,197,177,148,112,54,19,0,798,657,1230,4405,4205,3861,3625,1260,144,7,19389
51002,27,40,163,120,89,55,7,0,0,500,24,51,127,117,103,80,11,0,0,522,539,1267,5501,5221,4229,2880,490,24,3,20158
51003,34,52,166,163,100,53,13,4,0,588,48,81,221,232,175,116,30,8,0,905,738,1319,5263,5679,4634,3018,576,36,0,21264
51101,28,36,73,60,79,48,11,0,0,341,22,40,55,52,60,66,26,5,3,329,446,599,1509,1540,1758,1513,418,82,9,7886
51102,15,20,54,32,49,50,19,0,0,242,13,24,88,61,64,67,26,6,0,347,253,477,1549,1465,1486,1655,510,58,6,7471
51103,59,93,203,162,161,99,22,0,0,816,57,81,177,160,166,122,41,9,0,817,1029,1985,5348,4886,4665,3660,847,75,0,22495
51104,84,121,192,195,159,152,56,10,0,965,72,82,173,167,211,165,82,27,6,986,1583,1962,4820,5220,5860,5220,1617,266,23,26558
59797,0,0,5,0,5,0,0,0,0,11,0,9,44,78,68,33,0,0,0,242,10,71,297,516,486,267,40,8,0,1697
60101,17,55,115,99,70,55,10,0,0,423,15,35,67,71,61,45,17,6,0,317,447,810,2016,1818,1746,1270,342,29,0,8488
60102,48,91,282,216,216,166,52,9,0,1078,23,55,156,109,107,80,30,7,6,574,1268,2211,6655,6064,5714,4574,1143,108,13,27749
60103,19,111,361,258,159,158,39,4,0,1109,32,75,270,140,161,113,32,5,7,846,1094,2383,8050,5634,4662,3902,893,79,7,26710
60104,34,43,150,145,136,77,31,4,0,625,16,29,96,83,90,51,18,9,4,387,1007,1337,3757,4056,3883,2826,798,88,9,17764
60105,21,73,236,163,153,126,52,19,0,842,22,51,216,117,83,75,37,14,0,606,1193,2702,8247,5820,5610,4187,1461,215,6,29447
60106,13,34,79,75,59,69,16,0,0,351,10,20,49,57,45,39,24,8,0,249,441,673,1828,1785,1682,1723,402,52,0,8580
60201,77,191,420,311,323,262,81,10,0,1682,58,118,275,212,198,152,52,16,6,1094,2398,3884,9877,8138,8311,6517,1710,165,23,41022
60202,29,39,72,67,78,65,15,0,0,361,13,38,41,56,82,80,37,9,4,369,543,756,1705,1888,2328,2265,711,117,4,10319
60203,32,55,131,107,102,90,41,0,0,563,30,39,97,99,99,105,58,20,8,560,830,1147,2915,2950,3579,3693,1147,193,27,16484
60301,14,24,45,28,39,26,10,0,0,185,13,19,40,33,49,45,22,4,0,222,255,437,954,1047,1226,1157,370,57,4,5502
60302,18,26,58,70,55,64,18,0,0,313,12,23,48,58,74,69,33,11,0,327,366,562,1488,1948,2105,1930,553,81,8,9038
60303,4,10,7,11,14,13,4,0,0,58,4,0,18,19,24,27,10,3,3,111,88,159,548,518,634,817,267,54,9,3087
60401,42,108,206,163,187,140,35,3,0,889,28,52,101,113,115,115,46,15,7,600,1394,1913,4067,3950,4495,4142,1005,134,10,21110
60402,42,96,201,173,184,126,34,8,0,862,35,53,106,99,103,94,41,28,4,559,1293,1735,4281,3863,4501,3972,1029,155,10,20845
60403,19,23,70,51,53,54,20,0,0,286,10,17,41,39,57,45,17,16,3,245,361,588,1598,1469,1738,1658,557,84,12,8056
69797,0,0,0,0,0,0,0,0,0,4,0,0,0,0,0,0,0,0,0,0,0,9,58,76,70,53,12,0,0,277
70101,17,34,212,146,105,88,43,5,0,636,23,71,212,160,99,83,40,4,0,698,540,1609,6010,3960,3199,2701,912,98,9,19031
70102,60,83,239,259,196,168,43,7,0,1056,62,127,288,258,181,138,51,11,3,1126,1256,2188,7209,6875,5559,3987,1202,106,9,28379
70103,38,49,109,92,122,80,28,3,0,526,41,64,103,114,140,101,39,6,0,602,702,1097,2195,2386,2733,2055,568,53,0,11790
70104,45,93,249,193,116,80,15,0,0,788,44,91,268,200,154,94,24,3,0,876,1086,1840,5201,4713,3519,2071,438,35,0,18907
70201,37,51,178,175,112,109,32,3,0,703,31,46,167,151,104,76,33,9,0,617,750,1230,4773,3981,3393,3037,909,79,0,18146
70202,3,5,7,13,15,12,3,0,0,51,3,6,11,4,7,11,3,0,0,51,114,246,524,410,401,406,133,14,0,2261
70203,8,6,40,50,37,46,10,0,0,208,19,24,50,47,41,39,20,0,0,238,134,364,1196,1050,1158,1129,320,34,0,5389
70204,3,7,25,31,23,10,8,6,0,120,16,29,44,40,37,17,7,0,0,178,145,231,848,1013,843,591,151,14,0,3834
70205,12,26,76,60,56,55,26,0,0,309,13,29,91,43,57,47,23,3,0,315,317,761,2207,1700,1535,1440,474,40,6,8488
79797,0,0,0,0,0,0,0,0,0,0,0,4,0,6,11,13,4,0,0,39,0,17,42,59,79,62,11,0,0,282
80101,96,256,455,396,314,169,77,14,0,1767,47,147,401,241,189,87,42,6,6,1164,2895,6125,15145,13663,10498,6039,1695,193,18,56272
80103,0,4,4,5,3,0,0,0,0,17,0,3,3,5,8,0,0,0,0,21,45,97,158,115,132,113,33,11,0,691
80104,76,182,410,323,261,137,41,3,0,1435,43,123,425,329,160,80,8,0,0,1174,2327,4539,13479,14212,9587,4251,828,73,4,49299
80105,78,162,201,144,112,73,36,4,0,813,33,94,207,89,79,33,11,0,0,550,2420,6474,11066,7110,5550,3286,859,98,9,36868
80106,29,37,86,88,83,68,29,9,0,425,22,30,76,69,60,44,19,4,5,332,734,1514,4778,3877,3650,2651,870,153,21,18243
80107,107,195,404,330,295,220,73,10,0,1643,36,105,248,213,134,103,23,6,3,878,2649,4292,10266,10556,9971,7386,1779,140,6,47047
80108,31,43,46,75,76,63,23,4,0,348,6,13,38,49,48,23,10,4,3,198,709,893,2258,2994,2956,1559,465,83,8,11921
80109,37,57,125,100,106,75,19,0,0,512,15,41,132,74,55,31,10,6,0,361,943,1889,5205,4809,4263,2756,769,111,12,20768
80110,4,15,52,41,14,8,6,0,0,136,4,13,41,39,17,7,0,0,0,132,211,628,2532,2235,932,375,64,0,0,6979
80111,0,0,0,0,6,0,0,0,0,15,0,4,0,0,0,3,0,0,0,9,17,28,83,95,72,47,15,3,0,365
89797,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
90101,0,0,7,9,7,6,5,0,0,17,0,4,10,3,12,12,13,0,0,44,28,39,188,180,203,170,96,0,0,904
90102,0,0,0,0,0,0,0,0,0,3,0,5,3,4,0,3,3,0,0,20,4,30,53,58,53,73,13,6,0,288
90103,0,0,0,0,0,0,0,0,0,0,0,0,0,4,0,0,0,0,0,3,36,43,82,33,25,19,0,0,0,237
90104,0,0,5,6,6,9,4,3,0,38,3,3,9,11,8,12,7,4,0,55,64,64,128,189,239,315,144,41,3,1181
99797,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
